departamentos,programatica1_ano,key_fecha,vaccine_header,doses_aplicadas,pct_cobertura
SANTA MARTA,9053,2,flu_1ra_dosis,6235,0.69
SANTA MARTA,9053,2,flu_2da_dosis,4125,0.46
SANTA MARTA,9053,2,neumo_1ra_dosis,8376,0.93
SANTA MARTA,9053,2,neumo_2da_dosis,7969,0.88
SANTA MARTA,9053,2,srp_u_dosis,8169,0.9
SANTA MARTA,9053,2,varicela_u_dosis,7530,0.83
SANTA MARTA,9053,2,fa_u_dosis,6862,0.76
SANTA MARTA,9053,2,neumo_m12_ref,7927,0.88
SANTA MARTA,9053,2,vop_1er_ref,7173,0.79
SANTA MARTA,9053,2,dpt_1er_ref,7272,0.8
SANTA MARTA,9053,2,vop_2do_ref,7313,0.81
SANTA MARTA,9053,2,dpt_5an_2do_ref,7385,0.82
SANTA MARTA,9053,2,srp_5anosref,7172,0.79
SANTA MARTA,9053,2,tdap_unica_dosis_en_cada_embarazo,6499,0.72
META,16846,2,bcg_dosis_unica,15808,0.94
META,16846,2,hb_d_unica,15869,0.94
META,16846,2,antipolio_1ras_dosis,15088,0.9
META,16846,2,vop_3_dosis,14676,0.87
META,16846,2,penta_1ras_dosis,15082,0.9
META,16846,2,penta_2das_dosis,15012,0.89
META,16846,2,penta_3ras_dosis,14619,0.87
META,16846,2,rotavirus_1ra_dosis,14379,0.85
META,16846,2,rotavirus_2da_dosis,14354,0.85
META,16846,2,flu_1ra_dosis,10865,0.64
META,16846,2,flu_2da_dosis,8328,0.49
META,16846,2,neumo_1ra_dosis,14501,0.86
META,16846,2,neumo_2da_dosis,14093,0.84
META,16846,2,srp_u_dosis,15001,0.89
META,16846,2,varicela_u_dosis,14996,0.89
META,16846,2,fa_u_dosis,16260,0.97
META,16846,2,neumo_m12_ref,13539,0.8
META,16846,2,vop_1er_ref,14312,0.85
META,16846,2,dpt_1er_ref,14296,0.85
META,16846,2,vop_2do_ref,15070,0.89
META,16846,2,dpt_5an_2do_ref,15115,0.9
META,16846,2,srp_5anosref,15024,0.89
META,16846,2,tdap_unica_dosis_en_cada_embarazo,12387,0.74
NARIÑO,21573,2,bcg_dosis_unica,19668,0.91
NARIÑO,21573,2,hb_d_unica,19290,0.89
NARIÑO,21573,2,antipolio_1ras_dosis,19338,0.9
NARIÑO,21573,2,vop_3_dosis,19500,0.9
NARIÑO,21573,2,penta_1ras_dosis,19382,0.9
NARIÑO,21573,2,penta_2das_dosis,19192,0.89
NARIÑO,21573,2,penta_3ras_dosis,19504,0.9
NARIÑO,21573,2,rotavirus_1ra_dosis,18892,0.88
NARIÑO,21573,2,rotavirus_2da_dosis,18885,0.88
NARIÑO,21573,2,flu_1ra_dosis,16258,0.75
NARIÑO,21573,2,flu_2da_dosis,12232,0.57
NARIÑO,21573,2,neumo_1ra_dosis,19421,0.9
NARIÑO,21573,2,neumo_2da_dosis,19526,0.91
NARIÑO,21573,2,srp_u_dosis,19693,0.91
NARIÑO,21573,2,varicela_u_dosis,19685,0.91
NARIÑO,21573,2,fa_u_dosis,18253,0.85
NARIÑO,21573,2,neumo_m12_ref,19724,0.91
NARIÑO,21573,2,vop_1er_ref,18356,0.85
NARIÑO,21573,2,dpt_1er_ref,18360,0.85
NARIÑO,21573,2,vop_2do_ref,19576,0.91
NARIÑO,21573,2,dpt_5an_2do_ref,19569,0.91
NARIÑO,21573,2,srp_5anosref,19642,0.91
NARIÑO,21573,2,tdap_unica_dosis_en_cada_embarazo,16518,0.77
NORTE DE SANTANDER,23996,2,bcg_dosis_unica,21757,0.91
NORTE DE SANTANDER,23996,2,hb_d_unica,21112,0.88
NORTE DE SANTANDER,23996,2,antipolio_1ras_dosis,23861,0.99
NORTE DE SANTANDER,23996,2,vop_3_dosis,24532,1.02
NORTE DE SANTANDER,23996,2,penta_1ras_dosis,24319,1.01
NORTE DE SANTANDER,23996,2,penta_2das_dosis,24981,1.04
NORTE DE SANTANDER,23996,2,penta_3ras_dosis,24661,1.03
NORTE DE SANTANDER,23996,2,rotavirus_1ra_dosis,23781,0.99
NORTE DE SANTANDER,23996,2,rotavirus_2da_dosis,23609,0.98
NORTE DE SANTANDER,23996,2,flu_1ra_dosis,21108,0.88
NORTE DE SANTANDER,23996,2,flu_2da_dosis,13236,0.55
NORTE DE SANTANDER,23996,2,neumo_1ra_dosis,28044,1.17
NORTE DE SANTANDER,23996,2,neumo_2da_dosis,24337,1.01
NORTE DE SANTANDER,23996,2,srp_u_dosis,23993,1.0
NORTE DE SANTANDER,23996,2,varicela_u_dosis,24932,1.04
NORTE DE SANTANDER,23996,2,fa_u_dosis,19094,0.8
NORTE DE SANTANDER,23996,2,neumo_m12_ref,23226,0.97
NORTE DE SANTANDER,23996,2,vop_1er_ref,19946,0.83
NORTE DE SANTANDER,23996,2,dpt_1er_ref,19996,0.83
NORTE DE SANTANDER,23996,2,vop_2do_ref,21138,0.88
NORTE DE SANTANDER,23996,2,dpt_5an_2do_ref,21159,0.88
NORTE DE SANTANDER,23996,2,srp_5anosref,20907,0.87
NORTE DE SANTANDER,23996,2,tdap_unica_dosis_en_cada_embarazo,18139,0.76
PUTUMAYO,5156,2,bcg_dosis_unica,4331,0.84
PUTUMAYO,5156,2,hb_d_unica,4369,0.85
PUTUMAYO,5156,2,antipolio_1ras_dosis,4786,0.93
PUTUMAYO,5156,2,vop_3_dosis,4592,0.89
PUTUMAYO,5156,2,penta_1ras_dosis,4787,0.93
PUTUMAYO,5156,2,penta_2das_dosis,4682,0.91
PUTUMAYO,5156,2,penta_3ras_dosis,4593,0.89
PUTUMAYO,5156,2,rotavirus_1ra_dosis,4622,0.9
PUTUMAYO,5156,2,rotavirus_2da_dosis,4555,0.88
PUTUMAYO,5156,2,flu_1ra_dosis,3257,0.63
PUTUMAYO,5156,2,flu_2da_dosis,2555,0.5
PUTUMAYO,5156,2,neumo_1ra_dosis,4797,0.93
PUTUMAYO,5156,2,neumo_2da_dosis,4692,0.91
PUTUMAYO,5156,2,srp_u_dosis,4718,0.92
PUTUMAYO,5156,2,varicela_u_dosis,4673,0.91
PUTUMAYO,5156,2,fa_u_dosis,7119,1.38
PUTUMAYO,5156,2,neumo_m12_ref,4696,0.91
PUTUMAYO,5156,2,vop_1er_ref,4548,0.88
PUTUMAYO,5156,2,dpt_1er_ref,4554,0.88
PUTUMAYO,5156,2,vop_2do_ref,5240,1.02
PUTUMAYO,5156,2,dpt_5an_2do_ref,5238,1.02
PUTUMAYO,5156,2,srp_5anosref,5260,1.02
PUTUMAYO,5156,2,tdap_unica_dosis_en_cada_embarazo,3984,0.77
QUINDIO,5938,2,bcg_dosis_unica,6125,1.03
QUINDIO,5938,2,hb_d_unica,6084,1.02
QUINDIO,5938,2,antipolio_1ras_dosis,5681,0.96
QUINDIO,5938,2,vop_3_dosis,5579,0.94
QUINDIO,5938,2,penta_1ras_dosis,5690,0.96
QUINDIO,5938,2,penta_2das_dosis,5724,0.96
QUINDIO,5938,2,penta_3ras_dosis,5577,0.94
QUINDIO,5938,2,rotavirus_1ra_dosis,5690,0.96
QUINDIO,5938,2,rotavirus_2da_dosis,5732,0.97
QUINDIO,5938,2,flu_1ra_dosis,4576,0.77
QUINDIO,5938,2,flu_2da_dosis,3546,0.6
QUINDIO,5938,2,neumo_1ra_dosis,5751,0.97
QUINDIO,5938,2,neumo_2da_dosis,5774,0.97
QUINDIO,5938,2,srp_u_dosis,5799,0.98
QUINDIO,5938,2,varicela_u_dosis,5787,0.97
QUINDIO,5938,2,fa_u_dosis,5562,0.94
QUINDIO,5938,2,neumo_m12_ref,5774,0.97
QUINDIO,5938,2,vop_1er_ref,5678,0.96
QUINDIO,5938,2,dpt_1er_ref,5687,0.96
QUINDIO,5938,2,vop_2do_ref,5830,0.98
QUINDIO,5938,2,dpt_5an_2do_ref,5822,0.98
QUINDIO,5938,2,srp_5anosref,5834,0.98
QUINDIO,5938,2,tdap_unica_dosis_en_cada_embarazo,5200,0.88
RISARALDA,11247,2,bcg_dosis_unica,11039,0.98
RISARALDA,11247,2,hb_d_unica,10983,0.98
RISARALDA,11247,2,antipolio_1ras_dosis,10418,0.93
RISARALDA,11247,2,vop_3_dosis,10188,0.91
RISARALDA,11247,2,penta_1ras_dosis,10427,0.93
RISARALDA,11247,2,penta_2das_dosis,10351,0.92
RISARALDA,11247,2,penta_3ras_dosis,10187,0.91
RISARALDA,11247,2,rotavirus_1ra_dosis,10208,0.91
RISARALDA,11247,2,rotavirus_2da_dosis,10169,0.9
RISARALDA,11247,2,flu_1ra_dosis,8852,0.79
RISARALDA,11247,2,flu_2da_dosis,6400,0.57
RISARALDA,11247,2,neumo_1ra_dosis,10311,0.92
RISARALDA,11247,2,neumo_2da_dosis,10246,0.91
RISARALDA,11247,2,srp_u_dosis,10595,0.94
RISARALDA,11247,2,varicela_u_dosis,10584,0.94
RISARALDA,11247,2,fa_u_dosis,10047,0.89
RISARALDA,11247,2,neumo_m12_ref,10201,0.91
RISARALDA,11247,2,vop_1er_ref,10431,0.93
RISARALDA,11247,2,dpt_1er_ref,10315,0.92
RISARALDA,11247,2,vop_2do_ref,11090,0.99
RISARALDA,11247,2,dpt_5an_2do_ref,11016,0.98
RISARALDA,11247,2,srp_5anosref,10840,0.96
RISARALDA,11247,2,tdap_unica_dosis_en_cada_embarazo,9239,0.82
SAN ANDRES ISLA,911,2,bcg_dosis_unica,794,0.87
SAN ANDRES ISLA,911,2,hb_d_unica,788,0.86
SAN ANDRES ISLA,911,2,antipolio_1ras_dosis,820,0.9
SAN ANDRES ISLA,911,2,vop_3_dosis,867,0.95
SAN ANDRES ISLA,911,2,penta_1ras_dosis,823,0.9
SAN ANDRES ISLA,911,2,penta_2das_dosis,841,0.92
SAN ANDRES ISLA,911,2,penta_3ras_dosis,862,0.95
SAN ANDRES ISLA,911,2,rotavirus_1ra_dosis,789,0.87
SAN ANDRES ISLA,911,2,rotavirus_2da_dosis,825,0.91
SAN ANDRES ISLA,911,2,flu_1ra_dosis,745,0.82
SAN ANDRES ISLA,911,2,flu_2da_dosis,490,0.54
SAN ANDRES ISLA,911,2,neumo_1ra_dosis,824,0.9
SAN ANDRES ISLA,911,2,neumo_2da_dosis,850,0.93
SAN ANDRES ISLA,911,2,srp_u_dosis,866,0.95
SAN ANDRES ISLA,911,2,varicela_u_dosis,860,0.94
SAN ANDRES ISLA,911,2,fa_u_dosis,735,0.81
SAN ANDRES ISLA,911,2,neumo_m12_ref,866,0.95
SAN ANDRES ISLA,911,2,vop_1er_ref,789,0.87
SAN ANDRES ISLA,911,2,dpt_1er_ref,791,0.87
SAN ANDRES ISLA,911,2,vop_2do_ref,784,0.86
SAN ANDRES ISLA,911,2,dpt_5an_2do_ref,804,0.88
SAN ANDRES ISLA,911,2,srp_5anosref,821,0.9
SAN ANDRES ISLA,911,2,tdap_unica_dosis_en_cada_embarazo,735,0.81
SANTANDER,33357,2,bcg_dosis_unica,30640,0.92
SANTANDER,33357,2,hb_d_unica,30687,0.92
SANTANDER,33357,2,antipolio_1ras_dosis,29175,0.87
SANTANDER,33357,2,vop_3_dosis,29387,0.88
SANTANDER,33357,2,penta_1ras_dosis,29504,0.88
SANTANDER,33357,2,penta_2das_dosis,29388,0.88
SANTANDER,33357,2,penta_3ras_dosis,29619,0.89
SANTANDER,33357,2,rotavirus_1ra_dosis,29219,0.88
SANTANDER,33357,2,rotavirus_2da_dosis,29164,0.87
SANTANDER,33357,2,flu_1ra_dosis,26155,0.78
SANTANDER,33357,2,flu_2da_dosis,20321,0.61
SANTANDER,33357,2,neumo_1ra_dosis,29859,0.9
SANTANDER,33357,2,neumo_2da_dosis,29736,0.89
SANTANDER,33357,2,srp_u_dosis,29984,0.9
SANTANDER,33357,2,varicela_u_dosis,30268,0.91
SANTANDER,33357,2,fa_u_dosis,28308,0.85
SANTANDER,33357,2,neumo_m12_ref,30151,0.9
SANTANDER,33357,2,vop_1er_ref,28457,0.85
SANTANDER,33357,2,dpt_1er_ref,28550,0.86
SANTANDER,33357,2,vop_2do_ref,29113,0.87
SANTANDER,33357,2,dpt_5an_2do_ref,29306,0.88
SANTANDER,33357,2,srp_5anosref,27990,0.84
SANTANDER,33357,2,tdap_unica_dosis_en_cada_embarazo,25680,0.77
SUCRE,15738,2,bcg_dosis_unica,14992,0.95
SUCRE,15738,2,hb_d_unica,14906,0.95
SUCRE,15738,2,antipolio_1ras_dosis,15220,0.97
SUCRE,15738,2,vop_3_dosis,14257,0.91
SUCRE,15738,2,penta_1ras_dosis,15268,0.97
SUCRE,15738,2,penta_2das_dosis,14755,0.94
SUCRE,15738,2,penta_3ras_dosis,14247,0.91
SUCRE,15738,2,rotavirus_1ra_dosis,14875,0.95
SUCRE,15738,2,rotavirus_2da_dosis,14302,0.91
SUCRE,15738,2,flu_1ra_dosis,10464,0.66
SUCRE,15738,2,flu_2da_dosis,9441,0.6
SUCRE,15738,2,neumo_1ra_dosis,15451,0.98
SUCRE,15738,2,neumo_2da_dosis,14664,0.93
SUCRE,15738,2,srp_u_dosis,14752,0.94
SUCRE,15738,2,varicela_u_dosis,14361,0.91
SUCRE,15738,2,fa_u_dosis,14108,0.9
SUCRE,15738,2,neumo_m12_ref,14581,0.93
SUCRE,15738,2,vop_1er_ref,14153,0.9
SUCRE,15738,2,dpt_1er_ref,14138,0.9
SUCRE,15738,2,vop_2do_ref,16058,1.02
SUCRE,15738,2,dpt_5an_2do_ref,16057,1.02
SUCRE,15738,2,srp_5anosref,16052,1.02
SUCRE,15738,2,tdap_unica_dosis_en_cada_embarazo,13690,0.87
TOLIMA,19010,2,bcg_dosis_unica,16503,0.87
TOLIMA,19010,2,hb_d_unica,16267,0.86
TOLIMA,19010,2,antipolio_1ras_dosis,17250,0.91
TOLIMA,19010,2,vop_3_dosis,16827,0.89
TOLIMA,19010,2,penta_1ras_dosis,17264,0.91
TOLIMA,19010,2,penta_2das_dosis,17270,0.91
TOLIMA,19010,2,penta_3ras_dosis,16749,0.88
TOLIMA,19010,2,rotavirus_1ra_dosis,17147,0.9
TOLIMA,19010,2,rotavirus_2da_dosis,17234,0.91
TOLIMA,19010,2,flu_1ra_dosis,14310,0.75
TOLIMA,19010,2,flu_2da_dosis,9334,0.49
TOLIMA,19010,2,neumo_1ra_dosis,17088,0.9
TOLIMA,19010,2,neumo_2da_dosis,17065,0.9
TOLIMA,19010,2,srp_u_dosis,17589,0.93
TOLIMA,19010,2,varicela_u_dosis,17083,0.9
TOLIMA,19010,2,fa_u_dosis,16545,0.87
TOLIMA,19010,2,neumo_m12_ref,17373,0.91
TOLIMA,19010,2,vop_1er_ref,16889,0.89
TOLIMA,19010,2,dpt_1er_ref,16866,0.89
TOLIMA,19010,2,vop_2do_ref,17735,0.93
TOLIMA,19010,2,dpt_5an_2do_ref,17696,0.93
TOLIMA,19010,2,srp_5anosref,17519,0.92
TOLIMA,19010,2,tdap_unica_dosis_en_cada_embarazo,14868,0.78
VALLE DEL CAUCA,58240,2,bcg_dosis_unica,50642,0.87
VALLE DEL CAUCA,58240,2,hb_d_unica,50588,0.87
VALLE DEL CAUCA,58240,2,antipolio_1ras_dosis,54615,0.94
VALLE DEL CAUCA,58240,2,vop_3_dosis,54918,0.94
VALLE DEL CAUCA,58240,2,penta_1ras_dosis,54947,0.94
VALLE DEL CAUCA,58240,2,penta_2das_dosis,54820,0.94
VALLE DEL CAUCA,58240,2,penta_3ras_dosis,54670,0.94
VALLE DEL CAUCA,58240,2,rotavirus_1ra_dosis,54573,0.94
VALLE DEL CAUCA,58240,2,rotavirus_2da_dosis,54372,0.93
VALLE DEL CAUCA,58240,2,flu_1ra_dosis,36587,0.63
VALLE DEL CAUCA,58240,2,flu_2da_dosis,25972,0.45
VALLE DEL CAUCA,58240,2,neumo_1ra_dosis,54541,0.94
VALLE DEL CAUCA,58240,2,neumo_2da_dosis,54364,0.93
VALLE DEL CAUCA,58240,2,srp_u_dosis,55992,0.96
VALLE DEL CAUCA,58240,2,varicela_u_dosis,56228,0.97
VALLE DEL CAUCA,58240,2,fa_u_dosis,54410,0.93
VALLE DEL CAUCA,58240,2,neumo_m12_ref,55354,0.95
VALLE DEL CAUCA,58240,2,vop_1er_ref,54461,0.94
VALLE DEL CAUCA,58240,2,dpt_1er_ref,54693,0.94
VALLE DEL CAUCA,58240,2,vop_2do_ref,55884,0.96
VALLE DEL CAUCA,58240,2,dpt_5an_2do_ref,56161,0.96
VALLE DEL CAUCA,58240,2,srp_5anosref,55916,0.96
VALLE DEL CAUCA,58240,2,tdap_unica_dosis_en_cada_embarazo,49125,0.84
BUENAVENTURA,6138,2,bcg_dosis_unica,4861,0.79
BUENAVENTURA,6138,2,hb_d_unica,4590,0.75
BUENAVENTURA,6138,2,antipolio_1ras_dosis,5004,0.82
BUENAVENTURA,6138,2,vop_3_dosis,4009,0.65
BUENAVENTURA,6138,2,penta_1ras_dosis,5038,0.82
BUENAVENTURA,6138,2,penta_2das_dosis,4610,0.75
BUENAVENTURA,6138,2,penta_3ras_dosis,4047,0.66
BUENAVENTURA,6138,2,rotavirus_1ra_dosis,4464,0.73
BUENAVENTURA,6138,2,rotavirus_2da_dosis,4218,0.69
BUENAVENTURA,6138,2,flu_1ra_dosis,3503,0.57
BUENAVENTURA,6138,2,flu_2da_dosis,2193,0.36
BUENAVENTURA,6138,2,neumo_1ra_dosis,5036,0.82
BUENAVENTURA,6138,2,neumo_2da_dosis,4573,0.75
BUENAVENTURA,6138,2,srp_u_dosis,4689,0.76
BUENAVENTURA,6138,2,varicela_u_dosis,4550,0.74
BUENAVENTURA,6138,2,fa_u_dosis,3383,0.55
BUENAVENTURA,6138,2,neumo_m12_ref,4521,0.74
BUENAVENTURA,6138,2,vop_1er_ref,3592,0.59
BUENAVENTURA,6138,2,dpt_1er_ref,3614,0.59
BUENAVENTURA,6138,2,vop_2do_ref,4585,0.75
BUENAVENTURA,6138,2,dpt_5an_2do_ref,4591,0.75
BUENAVENTURA,6138,2,srp_5anosref,4504,0.73
BUENAVENTURA,6138,2,tdap_unica_dosis_en_cada_embarazo,3952,0.64
VAUPES,862,2,bcg_dosis_unica,716,0.83
VAUPES,862,2,hb_d_unica,588,0.68
VAUPES,862,2,antipolio_1ras_dosis,694,0.81
VAUPES,862,2,vop_3_dosis,703,0.82
VAUPES,862,2,penta_1ras_dosis,699,0.81
VAUPES,862,2,penta_2das_dosis,639,0.74
VAUPES,862,2,penta_3ras_dosis,694,0.81
VAUPES,862,2,rotavirus_1ra_dosis,568,0.66
VAUPES,862,2,rotavirus_2da_dosis,548,0.64
VAUPES,862,2,flu_1ra_dosis,517,0.6
VAUPES,862,2,flu_2da_dosis,263,0.31
VAUPES,862,2,neumo_1ra_dosis,700,0.81
VAUPES,862,2,neumo_2da_dosis,653,0.76
VAUPES,862,2,srp_u_dosis,746,0.87
VAUPES,862,2,varicela_u_dosis,691,0.8
VAUPES,862,2,fa_u_dosis,765,0.89
VAUPES,862,2,neumo_m12_ref,726,0.84
VAUPES,862,2,vop_1er_ref,489,0.57
VAUPES,862,2,dpt_1er_ref,490,0.57
VAUPES,862,2,vop_2do_ref,766,0.89
VAUPES,862,2,dpt_5an_2do_ref,767,0.89
VAUPES,862,2,srp_5anosref,752,0.87
VAUPES,862,2,tdap_unica_dosis_en_cada_embarazo,563,0.65
VICHADA,1871,2,bcg_dosis_unica,1517,0.81
VICHADA,1871,2,hb_d_unica,957,0.51
VICHADA,1871,2,antipolio_1ras_dosis,1780,0.95
VICHADA,1871,2,vop_3_dosis,1099,0.59
VICHADA,1871,2,penta_1ras_dosis,1774,0.95
VICHADA,1871,2,penta_2das_dosis,1475,0.79
VICHADA,1871,2,penta_3ras_dosis,1099,0.59
VICHADA,1871,2,rotavirus_1ra_dosis,1199,0.64
VICHADA,1871,2,rotavirus_2da_dosis,1134,0.61
VICHADA,1871,2,flu_1ra_dosis,1079,0.58
VICHADA,1871,2,flu_2da_dosis,641,0.34
VICHADA,1871,2,neumo_1ra_dosis,1802,0.96
VICHADA,1871,2,neumo_2da_dosis,1407,0.75
VICHADA,1871,2,srp_u_dosis,1665,0.89
VICHADA,1871,2,varicela_u_dosis,1409,0.75
VICHADA,1871,2,fa_u_dosis,2081,1.11
VICHADA,1871,2,neumo_m12_ref,1334,0.71
VICHADA,1871,2,vop_1er_ref,917,0.49
VICHADA,1871,2,dpt_1er_ref,908,0.49
VICHADA,1871,2,vop_2do_ref,1254,0.67
VICHADA,1871,2,dpt_5an_2do_ref,1243,0.66
VICHADA,1871,2,srp_5anosref,1161,0.62
VICHADA,1871,2,tdap_unica_dosis_en_cada_embarazo,1031,0.55
AMAZONAS,1761,3,bcg_dosis_unica,1510,0.86
AMAZONAS,1761,3,hb_d_unica,1371,0.78
AMAZONAS,1761,3,antipolio_1ras_dosis,1482,0.84
AMAZONAS,1761,3,vop_3_dosis,1422,0.81
AMAZONAS,1761,3,penta_1ras_dosis,1482,0.84
AMAZONAS,1761,3,penta_2das_dosis,1454,0.83
AMAZONAS,1761,3,penta_3ras_dosis,1429,0.81
AMAZONAS,1761,3,rotavirus_1ra_dosis,1374,0.78
AMAZONAS,1761,3,rotavirus_2da_dosis,1382,0.78
AMAZONAS,1761,3,flu_1ra_dosis,1364,0.77
AMAZONAS,1761,3,flu_2da_dosis,1107,0.63
AMAZONAS,1761,3,neumo_1ra_dosis,1477,0.84
AMAZONAS,1761,3,neumo_2da_dosis,1459,0.83
AMAZONAS,1761,3,srp_u_dosis,1550,0.88
AMAZONAS,1761,3,varicela_u_dosis,1515,0.86
AMAZONAS,1761,3,fa_u_dosis,1579,0.9
AMAZONAS,1761,3,neumo_m12_ref,1541,0.88
AMAZONAS,1761,3,vop_1er_ref,1374,0.78
AMAZONAS,1761,3,dpt_1er_ref,1375,0.78
AMAZONAS,1761,3,vop_2do_ref,1390,0.79
AMAZONAS,1761,3,dpt_5an_2do_ref,1388,0.79
AMAZONAS,1761,3,srp_5anosref,1385,0.79
AMAZONAS,1761,3,tdap_unica_dosis_en_cada_embarazo,1093,0.62
ANTIOQUIA,80134,3,bcg_dosis_unica,74320,0.93
ANTIOQUIA,80134,3,hb_d_unica,73602,0.92
ANTIOQUIA,80134,3,antipolio_1ras_dosis,74066,0.92
ANTIOQUIA,80134,3,vop_3_dosis,73627,0.92
ANTIOQUIA,80134,3,penta_1ras_dosis,74116,0.92
ANTIOQUIA,80134,3,penta_2das_dosis,74138,0.93
ANTIOQUIA,80134,3,penta_3ras_dosis,73535,0.92
ANTIOQUIA,80134,3,rotavirus_1ra_dosis,70602,0.88
ANTIOQUIA,80134,3,rotavirus_2da_dosis,71135,0.89
ANTIOQUIA,80134,3,flu_1ra_dosis,67178,0.84
ANTIOQUIA,80134,3,flu_2da_dosis,53732,0.67
ANTIOQUIA,80134,3,neumo_1ra_dosis,74727,0.93
ANTIOQUIA,80134,3,neumo_2da_dosis,74348,0.93
ANTIOQUIA,80134,3,srp_u_dosis,76809,0.96
ANTIOQUIA,80134,3,varicela_u_dosis,76708,0.96
ANTIOQUIA,80134,3,fa_u_dosis,68839,0.86
ANTIOQUIA,80134,3,neumo_m12_ref,75827,0.95
ANTIOQUIA,80134,3,vop_1er_ref,69119,0.86
ANTIOQUIA,80134,3,dpt_1er_ref,69072,0.86
ANTIOQUIA,80134,3,vop_2do_ref,73528,0.92
ANTIOQUIA,80134,3,dpt_5an_2do_ref,73627,0.92
ANTIOQUIA,80134,3,srp_5anosref,74051,0.92
ANTIOQUIA,80134,3,tdap_unica_dosis_en_cada_embarazo,65047,0.81
ARAUCA,4629,3,bcg_dosis_unica,5195,1.12
ARAUCA,4629,3,hb_d_unica,5087,1.1
ARAUCA,4629,3,antipolio_1ras_dosis,5005,1.08
ARAUCA,4629,3,vop_3_dosis,4843,1.05
ARAUCA,4629,3,penta_1ras_dosis,5008,1.08
ARAUCA,4629,3,penta_2das_dosis,4909,1.06
ARAUCA,4629,3,penta_3ras_dosis,4846,1.05
ARAUCA,4629,3,rotavirus_1ra_dosis,4868,1.05
ARAUCA,4629,3,rotavirus_2da_dosis,4725,1.02
ARAUCA,4629,3,flu_1ra_dosis,4138,0.89
ARAUCA,4629,3,flu_2da_dosis,3075,0.66
ARAUCA,4629,3,neumo_1ra_dosis,5153,1.11
ARAUCA,4629,3,neumo_2da_dosis,4940,1.07
ARAUCA,4629,3,srp_u_dosis,4997,1.08
ARAUCA,4629,3,varicela_u_dosis,5041,1.09
ARAUCA,4629,3,fa_u_dosis,5120,1.11
ARAUCA,4629,3,neumo_m12_ref,4852,1.05
ARAUCA,4629,3,vop_1er_ref,4348,0.94
ARAUCA,4629,3,dpt_1er_ref,4346,0.94
ARAUCA,4629,3,vop_2do_ref,4471,0.97
ARAUCA,4629,3,dpt_5an_2do_ref,4497,0.97
ARAUCA,4629,3,srp_5anosref,4491,0.97
ARAUCA,4629,3,tdap_unica_dosis_en_cada_embarazo,4181,0.9
ATLANTICO,21092,3,bcg_dosis_unica,20272,0.96
ATLANTICO,21092,3,hb_d_unica,19429,0.92
ATLANTICO,21092,3,antipolio_1ras_dosis,19795,0.94
ATLANTICO,21092,3,vop_3_dosis,21146,1.0
ATLANTICO,21092,3,penta_1ras_dosis,19715,0.93
ATLANTICO,21092,3,penta_2das_dosis,19993,0.95
ATLANTICO,21092,3,penta_3ras_dosis,21135,1.0
ATLANTICO,21092,3,rotavirus_1ra_dosis,19087,0.9
ATLANTICO,21092,3,rotavirus_2da_dosis,20848,0.99
ATLANTICO,21092,3,flu_1ra_dosis,17941,0.85
ATLANTICO,21092,3,flu_2da_dosis,11704,0.55
ATLANTICO,21092,3,neumo_1ra_dosis,19081,0.9
ATLANTICO,21092,3,neumo_2da_dosis,20741,0.98
ATLANTICO,21092,3,srp_u_dosis,21438,1.02
ATLANTICO,21092,3,varicela_u_dosis,21677,1.03
ATLANTICO,21092,3,fa_u_dosis,20094,0.95
ATLANTICO,21092,3,neumo_m12_ref,21105,1.0
ATLANTICO,21092,3,vop_1er_ref,19874,0.94
ATLANTICO,21092,3,dpt_1er_ref,19930,0.94
ATLANTICO,21092,3,vop_2do_ref,20911,0.99
ATLANTICO,21092,3,dpt_5an_2do_ref,20898,0.99
ATLANTICO,21092,3,srp_5anosref,20960,0.99
ATLANTICO,21092,3,tdap_unica_dosis_en_cada_embarazo,16064,0.76
BARRANQUILLA,21844,3,bcg_dosis_unica,21589,0.99
BARRANQUILLA,21844,3,hb_d_unica,21588,0.99
BARRANQUILLA,21844,3,antipolio_1ras_dosis,21352,0.98
BARRANQUILLA,21844,3,vop_3_dosis,20957,0.96
BARRANQUILLA,21844,3,penta_1ras_dosis,21321,0.98
BARRANQUILLA,21844,3,penta_2das_dosis,20980,0.96
BARRANQUILLA,21844,3,penta_3ras_dosis,21058,0.96
BARRANQUILLA,21844,3,rotavirus_1ra_dosis,21271,0.97
BARRANQUILLA,21844,3,rotavirus_2da_dosis,20811,0.95
BARRANQUILLA,21844,3,flu_1ra_dosis,20227,0.93
BARRANQUILLA,21844,3,flu_2da_dosis,14064,0.64
BARRANQUILLA,21844,3,neumo_1ra_dosis,21715,0.99
BARRANQUILLA,21844,3,neumo_2da_dosis,21330,0.98
BARRANQUILLA,21844,3,srp_u_dosis,22021,1.01
BARRANQUILLA,21844,3,varicela_u_dosis,21720,0.99
BARRANQUILLA,21844,3,fa_u_dosis,21025,0.96
BARRANQUILLA,21844,3,neumo_m12_ref,21502,0.98
BARRANQUILLA,21844,3,vop_1er_ref,20985,0.96
BARRANQUILLA,21844,3,dpt_1er_ref,21087,0.97
BARRANQUILLA,21844,3,vop_2do_ref,22355,1.02
BARRANQUILLA,21844,3,dpt_5an_2do_ref,22370,1.02
BARRANQUILLA,21844,3,srp_5anosref,22347,1.02
